RIS_name,mouse_symbol,Product,MGI,mouse_chr,retrovirus,transposon
ND,Serpina3k,"serine (or cysteine) peptidase inhibitor, clade A, member 3K",MGI:98377,chr12,1,0
ND,Serpinb12,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12",MGI:1919119,chr1,0,1
ND,Serpinb5,"serine (or cysteine) peptidase inhibitor, clade B, member 5",MGI:109579,chr1,1,0
ND,Serpine2,"serine (or cysteine) peptidase inhibitor, clade E, member 2",MGI:101780,chr1,0,1
ND,Serpinh1,"serine (or cysteine) peptidase inhibitor, clade H, member 1",MGI:88283,chr7,1,0
ND,Serpini1,"serine (or cysteine) peptidase inhibitor, clade I, member 1",MGI:1194506,chr3,3,0
ND,Serpini2,"serine (or cysteine) peptidase inhibitor, clade I, member 2",MGI:1915181,chr3,1,0
ND,Sertad2,SERTA domain containing 2,MGI:1931026,chr11,3,0
ND,Sesn1,sestrin 1,MGI:2155278,chr10,1,0
ND,Sesn3,sestrin 3,MGI:1922997,chr9,2,0
ND,Sestd1,SEC14 and spectrin domains 1,MGI:1916262,chr2,1,0
Evi42,Set,SET translocation,MGI:1860267,chr2,5,0
ND,Setbp1,SET binding protein 1,MGI:1933199,chr18,0,1
ND,Setd3,SET domain containing 3,MGI:1289184,chr12,1,1
ND,Setd4,SET domain containing 4,MGI:2136890,chr16,3,0
ND,Setdb2,"SET domain, bifurcated 2",MGI:2685139,chr14,1,0
ND,Sez6,seizure related gene 6,MGI:104745,chr11,1,0
ND,Sez6l,seizure related 6 homolog like,MGI:1935121,chr5,1,0
ND,Sf3b1,"splicing factor 3b, subunit 1",MGI:1932339,chr1,1,0
ND,Sf3b5,"splicing factor 3b, subunit 5",MGI:1913375,chr10,1,0
ND,Sfi1,"Sfi1 homolog, spindle assembly associated (yeast)",MGI:1926137,chr11,0,2
Sfmbt2,Sfmbt2,Scm-like with four mbt domains 2,MGI:2447794,chr2,2,0
Sfpi1,Sfpi1,SFFV proviral integration 1,MGI:98282,chr2,7,0
ND,Sfrp1,secreted frizzled-related protein 1,MGI:892014,chr8,0,2
ND,Sfrp4,secreted frizzled-related protein 4,MGI:892010,chr13,1,0
ND,Sfrs1,"splicing factor, arginine/serine-rich 1 (ASF/SF2)",MGI:98283,chr11,1,0
ND,Sfrs12,"splicing factor, arginine/serine-rich 12",MGI:2145245,chr13,1,0
ND,Sfrs15,"splicing factor, arginine/serine-rich 15",MGI:2146350,chr16,0,1
ND,Sfrs17b,"splicing factor, arginine/serine-rich 17b",MGI:2443758,chrX,0,1
ND,Sfrs2ip,"splicing factor, arginine/serine-rich 2, interacting protein",MGI:1919443,chr15,1,1
Sfrs3,Sfrs3,"splicing factor, arginine/serine-rich 3 (SRp20)",MGI:98285,chr17,3,0
ND,Sfrs5,"splicing factor, arginine/serine-rich 5 (SRp40, HRS)",MGI:98287,chr12,2,0
ND,Sfxn5,sideroflexin 5,MGI:2137681,chr6,2,1
ND,Sgcd,"sarcoglycan, delta (dystrophin-associated glycoprotein)",MGI:1346525,chr11,1,1
ND,Sgip1,SH3-domain GRB2-like (endophilin) interacting protein 1,MGI:1920344,chr4,1,0
ND,Sgk3,serum/glucocorticoid regulated kinase 3,MGI:2182368,chr1,2,0
Tmem23,Sgms1,sphingomyelin synthase 1,MGI:2444110,chr19,5,0
ND,Sh2b1,SH2B adaptor protein 1,MGI:1201407,chr7,1,0
Aps,Sh2b2,SH2B adaptor protein 2,MGI:1345171,chr5,3,0
ND,Sh3bgr,SH3-binding domain glutamic acid-rich protein,MGI:1354740,chr16,1,0
Sh3bgrl2,Sh3bgrl2,SH3 domain binding glutamic acid-rich protein like 2,MGI:1915350,chr9,3,0
ND,Sh3bp4,SH3-domain binding protein 4,MGI:2138297,chr1,1,0
ND,Sh3bp5,SH3-domain binding protein 5 (BTK-associated),MGI:1344391,chr14,1,0
ND,Sh3bp5l,SH3 binding domain protein 5 like,MGI:1933124,chr11,1,0
ND,Sh3gl3,SH3-domain GRB2-like 3,MGI:700011,chr7,1,0
ND,Sh3glb1,SH3-domain GRB2-like B1 (endophilin),MGI:1859730,chr3,1,0
ND,Sh3kbp1,SH3-domain kinase binding protein 1,MGI:1889583,chrX,5,0
ND,Sh3tc1,SH3 domain and tetratricopeptide repeats 1,MGI:2678949,chr5,1,0
ND,Sh3tc2,SH3 domain and tetratricopeptide repeats 2,MGI:2444417,chr18,1,1
ND,Shank2,SH3/ankyrin domain gene 2,MGI:2671987,chr7,1,0
ND,Shbg,sex hormone binding globulin,MGI:98295,chr11,1,0
Shc1,Shc1,src homology 2 domain-containing transforming protein C1,MGI:98296,chr3,2,0
ND,Shc4,"SHC (Src homology 2 domain containing) family, member 4",MGI:2655364,chr2,1,0
ND,Shcbp1,Shc SH2-domain binding protein 1,MGI:1338802,chr8,1,0
ND,Shmt2,serine hydroxymethyltransferase 2 (mitochondrial),MGI:1277989,chr10,1,0
ND,Shroom2,shroom family member 2,MGI:107194,chrX,1,0
ND,Siah2,seven in absentia 2,MGI:108062,chr3,2,1
ND,Siglecg,sialic acid binding Ig-like lectin G,MGI:2443630,chr7,1,0
ND,Sim1,single-minded homolog 1 (Drosophila),MGI:98306,chr10,1,0
ND,Sip1,survivor of motor neuron protein interacting protein 1,MGI:1913853,chr12,1,0
ND,Sipa1,signal-induced proliferation associated gene 1,MGI:107576,chr19,1,0
ND,Sipa1l1,signal-induced proliferation-associated 1 like 1,MGI:2443679,chr12,1,1
ND,Sipa1l2,signal-induced proliferation-associated 1 like 2,MGI:2676970,chr8,1,0
ND,Sipa1l3,signal-induced proliferation-associated 1 like 3,MGI:1921456,chr7,1,0
ND,Six5,sine oculis-related homeobox 5 homolog (Drosophila),MGI:106220,chr7,1,0
ND,Skap2,src family associated phosphoprotein 2,MGI:1889206,chr6,2,0
ND,Ski,Sloan-Kettering viral oncogene homolog,MGI:98310,chr4,2,0
ND,Skint1,skint 1,N/D,chr4,0,1
ND,Slamf1,signaling lymphocytic activation molecule family member 1,MGI:1351314,chr1,1,0
Dkmi2,Slamf6,SLAM family member 6,MGI:1353620,chr1,3,0
ND,Slc10a7,"solute carrier family 10 (sodium/bile acid cotransporter family), member 7",MGI:1924025,chr8,1,0
ND,Slc12a2,"solute carrier family 12, member 2",MGI:101924,chr18,0,1
ND,Slc12a3,"solute carrier family 12, member 3",MGI:108114,chr8,1,0
ND,Slc15a4,"solute carrier family 15, member 4",MGI:2140796,chr5,1,0
ND,Slc16a1,"solute carrier family 16 (monocarboxylic acid transporters), member 1",MGI:106013,chr3,1,0
ND,Slc16a10,"solute carrier family 16 (monocarboxylic acid transporters), member 10",MGI:1919722,chr10,1,0
ND,Slc16a12,"solute carrier family 16 (monocarboxylic acid transporters), member 12",MGI:2147716,chr19,1,0
ND,Slc16a2,"solute carrier family 16 (monocarboxylic acid transporters), member 2",MGI:1203732,chrX,1,0
Slc16a3,Slc16a3,"solute carrier family 16 (monocarboxylic acid transporters), member 3",MGI:1933438,chr11,2,0
ND,Slc16a5,"solute carrier family 16 (monocarboxylic acid transporters), member 5",MGI:2443515,chr11,1,0
ND,Slc16a6,"solute carrier family 16 (monocarboxylic acid transporters), member 6",MGI:2144585,chr11,1,0
ND,Slc16a7,"solute carrier family 16 (monocarboxylic acid transporters), member 7",MGI:1330284,chr10,1,1
ND,Slc17a2,"solute carrier family 17 (sodium phosphate), member 2",MGI:2443098,chr13,1,0
Casvis7,Slc17a5,"solute carrier family 17 (anion/sugar transporter), member 5",MGI:1924105,chr9,1,0
ND,Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",MGI:2156052,chr7,1,0
ND,Slc18a1,"solute carrier family 18 (vesicular monoamine), member 1",MGI:106684,chr8,1,0
Slc19a1,Slc19a1,"solute carrier family 19 (sodium/hydrogen exchanger), member 1",MGI:103182,chr10,2,0
ND,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",MGI:105083,chr19,1,0
ND,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2",MGI:101931,chr2,1,0
ND,Slc1a3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",MGI:99917,chr15,1,0
ND,Slc1a4,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",MGI:2135601,chr11,1,0
ND,Slc1a5,"solute carrier family 1 (neutral amino acid transporter), member 5",MGI:105305,chr7,2,0
ND,Slc20a2,"solute carrier family 20, member 2",MGI:97851,chr8,1,0
ND,Slc22a12,"solute carrier family 22 (organic anion/cation transporter), member 12",MGI:1195269,chr19,1,0
Cri34,Slc22a4,"solute carrier family 22 (organic cation transporter), member 4",MGI:1353479,chr11,1,0
ND,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",MGI:892001,chr19,1,0
ND,Slc24a1,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1",MGI:2384871,chr9,1,0
ND,Slc24a2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",MGI:1923626,chr4,0,1
ND,Slc24a4,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",MGI:2447362,chr12,1,0
ND,Slc25a1,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1",MGI:1345283,chr16,2,0
ND,Slc25a10,"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10",MGI:1353497,chr11,2,0
ND,Slc25a18,"solute carrier family 25 (mitochondrial carrier), member 18",MGI:1919053,chr6,0,1
ND,Slc25a19,"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19",MGI:1914533,chr11,1,0
ND,Slc25a25,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25",MGI:1915913,chr2,1,0
ND,Slc25a3,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",MGI:1353498,chr10,1,0
ND,Slc25a33,"solute carrier family 25, member 33",MGI:1917806,chr4,0,1
ND,Slc25a44,"solute carrier family 25, member 44",MGI:2444391,chr3,1,0
ND,Slc25a45,"solute carrier family 25, member 45",MGI:2147731,chr19,1,0
ND,Slc25a46,"solute carrier family 25, member 46",MGI:1914703,chr18,0,1
Evi150,Slc26a11,"solute carrier family 26, member 11",MGI:2444589,chr11,3,0
Evi89,Slc27a1,"solute carrier family 27 (fatty acid transporter), member 1",MGI:1347098,chr8,3,0
ND,Slc2a1,"solute carrier family 2 (facilitated glucose transporter), member 1",MGI:95755,chr4,1,0
Btl62,Slc30a5,"solute carrier family 30 (zinc transporter), member 5",MGI:1916298,chr13,2,0
ND,Slc31a1,"solute carrier family 31, member 1",MGI:1333843,chr4,0,1
ND,Slc35d1,"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1",MGI:2140361,chr4,1,0
ND,Slc35f5,"solute carrier family 35, member F5",MGI:1921400,chr1,0,1
ND,Slc36a3,"solute carrier family 36 (proton/amino acid symporter), member 3",MGI:2665001,chr11,1,0
ND,Slc37a3,"solute carrier family 37 (glycerol-3-phosphate transporter), member 3",MGI:1919394,chr6,2,0
Slc38a1,Slc38a1,"solute carrier family 38, member 1",MGI:2145895,chr15,2,0
Slc38a2,Slc38a2,"solute carrier family 38, member 2",MGI:1915010,chr15,6,0
ND,Slc38a3,"solute carrier family 38, member 3",MGI:1923507,chr9,1,1
ND,Slc38a5,"solute carrier family 38, member 5",MGI:2148066,chrX,1,0
ND,Slc39a10,"solute carrier family 39 (zinc transporter), member 10",MGI:1914515,chr1,1,1
ND,Slc39a11,"solute carrier family 39 (metal ion transporter), member 11",MGI:1917056,chr11,2,0
ND,Slc3a2,"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2",MGI:96955,chr19,1,0
ND,Slc41a3,"solute carrier family 41, member 3",MGI:1918949,chr6,0,1
Slc43a1,Slc43a1,"solute carrier family 43, member 1",MGI:1931352,chr2,3,0
ND,Slc43a2,"solute carrier family 43, member 2",MGI:2442746,chr11,1,0
ND,Slc44a1,"solute carrier family 44, member 1",MGI:2140592,chr4,0,1
ND,Slc44a2,"solute carrier family 44, member 2",MGI:1915932,chr9,1,0
ND,Slc44a3,"solute carrier family 44, member 3",MGI:2384860,chr3,3,0
ND,Slc45a4,"solute carrier family 45, member 4",MGI:2146236,chr15,2,0
ND,Slc46a1,"solute carrier family 46, member 1",MGI:1098733,chr11,1,0
ND,Slc4a7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7",MGI:2443878,chr14,1,0
ND,Slc5a1,"solute carrier family 5 (sodium/glucose cotransporter), member 1",MGI:107678,chr5,0,1
ND,Slc5a3,"solute carrier family 5 (inositol transporters), member 3",MGI:1858226,chr16,1,0
ND,Slc5a8,"solute carrier family 5 (iodide transporter), member 8",MGI:2384916,chr10,1,1
ND,Slc6a19,"solute carrier family 6 (neurotransmitter transporter), member 19",MGI:1921588,chr13,2,0
ND,Slc7a1,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",MGI:88117,chr5,1,1
ND,Slc7a11,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11",MGI:1347355,chr3,3,0
ND,Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1",MGI:107956,chr17,1,0
ND,Slc9a1,"solute carrier family 9 (sodium/hydrogen exchanger), member 1",MGI:102462,chr4,1,0
ND,Slc9a2,"solute carrier family 9 (sodium/hydrogen exchanger), member 2",MGI:105075,chr1,1,0
ND,Slc9a5,"solute carrier family 9 (sodium/hydrogen exchanger), member 5",MGI:2685542,chr8,1,0
Cri54,Slc9a7,"solute carrier family 9 (sodium/hydrogen exchanger), isoform 7",MGI:2444530,chrX,1,0
ND,Slc9a9,"solute carrier family 9 (sodium/hydrogen exchanger), isoform 9",MGI:2679732,chr9,5,0
ND,Slco1a5,"solute carrier organic anion transporter family, member 1a5",MGI:1351865,chr6,0,2
ND,Slco4a1,"solute carrier organic anion transporter family, member 4a1",MGI:1351866,chr2,2,0
ND,Slco6b1,"solute carrier organic anion transporter family, member 6b1",MGI:1915104,chr1,0,1
ND,Slfn2,schlafen 2,MGI:1313258,chr11,2,0
ND,Slit2,slit homolog 2 (Drosophila),MGI:1315205,chr5,0,1
ND,Slit3,slit homolog 3 (Drosophila),MGI:1315202,chr11,0,1
ND,Slmap,sarcolemma associated protein,MGI:1933549,chr14,1,2
Cri22,Smad1,MAD homolog 1 (Drosophila),MGI:109452,chr8,1,0
Dkmi16,Smad3,MAD homolog 3 (Drosophila),MGI:1201674,chr9,7,0
ND,Smad7,MAD homolog 7 (Drosophila),MGI:1100518,chr18,1,0
Casvis18,Smap1,stromal membrane-associated protein 1,MGI:2138261,chr1,1,0
ND,Smap1l,stromal membrane-associated protein 1-like,MGI:1917030,chr4,1,0
ND,Smarca2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",MGI:99603,chr19,2,0
ND,Smarca4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",MGI:88192,chr9,2,1
ND,Smarcad1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1`",MGI:95453,chr6,2,1
ND,Smarcal1,"Swi/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1",MGI:1859183,chr1,1,0
ND,Smarce1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",MGI:1927347,chr11,1,0
ND,Smc2,structural maintenance of chromosomes 2,MGI:106067,chr4,0,1
ND,Smc6,structural maintenance of chromosomes 6,MGI:1914491,chr12,1,0
Evi108,Smg6,"Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)",MGI:2144117,chr11,10,0
ND,Smndc1,survival motor neuron domain containing 1,MGI:1923729,chr19,1,0
ND,Smoc1,SPARC related modular calcium binding 1,MGI:1929878,chr12,1,0
ND,Smoc2,SPARC related modular calcium binding 2,MGI:1929881,chr17,0,2
ND,Smyd2,SET and MYND domain containing 2,MGI:1915889,chr1,1,0
Smyd3,Smyd3,SET and MYND domain containing 3,MGI:1916976,chr1,1,1
ND,Smyd5,SET and MYND domain containing 5,MGI:108048,chr6,1,0
ND,Snag1,sorting nexin associated golgi protein 1,MGI:2137642,chr13,1,1
ND,Snai1,snail homolog 1 (Drosophila),MGI:98330,chr2,5,0
ND,Snap25,synaptosomal-associated protein 25,MGI:98331,chr2,1,0
ND,Snapc1,"small nuclear RNA activating complex, polypeptide 1",MGI:1922877,chr12,1,0
ND,Snapc2,"small nuclear RNA activating complex, polypeptide 2",MGI:1914861,chr8,1,0
ND,Snca,"synuclein, alpha",MGI:1277151,chr6,0,1
ND,Snd1,staphylococcal nuclease and tudor domain containing 1,MGI:1929266,chr6,2,0
ND,Sned1,"sushi, nidogen and EGF-like domains 1",MGI:3045960,chr1,2,1
ND,Snf1lk,SNF1-like kinase,MGI:104754,chr17,3,0
ND,Snf8,"SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)",MGI:1343161,chr11,1,0
ND,Snrpa,small nuclear ribonucleoprotein polypeptide A,MGI:1855690,chr7,1,0
ND,Snrpb2,U2 small nuclear ribonucleoprotein B,MGI:104805,chr2,1,0
ND,Snrpn,small nuclear ribonucleoprotein N,MGI:98347,chr7,1,0
ND,Sntb1,"syntrophin, basic 1",MGI:101781,chr15,1,0
ND,Sntg1,"syntrophin, gamma 1",MGI:1918346,chr1,0,1
ND,Sntg2,"syntrophin, gamma 2",MGI:1919541,chr12,1,0
ND,Snupn,snurportin 1,MGI:1913319,chr9,1,0
ND,Snx10,sorting nexin 10,MGI:1919232,chr6,1,0
ND,Snx11,sorting nexin 11,MGI:1921729,chr11,2,0
ND,Snx14,sorting nexin 14,MGI:2155664,chr9,1,0
ND,Snx17,sorting nexin 17,MGI:2387801,chr5,1,0
ND,Snx19,sorting nexin 19,MGI:1921581,chr9,1,0
ND,Snx30,sorting nexin family member 30,MGI:2443882,chr4,1,0
ND,Snx4,sorting nexin 4,MGI:1916400,chr16,1,0
Evi46,Snx5,sorting nexin 5,MGI:1916428,chr2,3,0
ND,Snx6,sorting nexin 6,MGI:1919433,chr12,1,0
ND,Soat1,sterol O-acyltransferase 1,MGI:104665,chr1,1,0
ND,Sobp,sine oculis-binding protein homolog (Drosophila),MGI:1924427,chr10,1,0
ND,Socs3,suppressor of cytokine signaling 3,MGI:1201791,chr11,2,0
ND,Sod1,"superoxide dismutase 1, soluble",MGI:98351,chr16,0,1
ND,Sorbs1,sorbin and SH3 domain containing 1,MGI:700014,chr19,2,0
ND,Sorcs1,VPS10 domain receptor protein SORCS 1,MGI:1929666,chr19,2,0
ND,Sorcs2,sortilin-related VPS10 domain containing receptor 2,MGI:1932289,chr5,2,1
ND,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",MGI:1202296,chr9,2,0
ND,Sos1,Son of sevenless homolog 1 (Drosophila),MGI:98354,chr17,0,1
ND,Sost,sclerostin,MGI:1921749,chr11,1,0
ND,Sostdc1,sclerostin domain containing 1,MGI:1913292,chr12,1,0
ND,Sox11,SRY-box containing gene 11,MGI:98359,chr12,2,0
ND,Sox13,SRY-box containing gene 13,MGI:98361,chr1,1,0
ND,Sox21,SRY-box containing gene 21,MGI:2654070,chr14,1,0
Si15,Sox3,SRY-box containing gene 3,MGI:98365,chrX,2,0
Evi16,Sox4,SRY-box containing gene 4,MGI:98366,chr13,75,0
Btl27,Sox5,SRY-box containing gene 5,MGI:98367,chr6,4,0
ND,Sox6,SRY-box containing gene 6,MGI:98368,chr7,2,2
Sox8,Sox8,SRY-box containing gene 8,MGI:98370,chr17,0,2
ND,Sp1,trans-acting transcription factor 1,MGI:98372,chr15,1,0
ND,Sp110,Sp110 nuclear body protein,MGI:1923364,chr1,2,0
ND,Sp2,Sp2 transcription factor,MGI:1926162,chr11,1,0
ND,Sp3,trans-acting transcription factor 3,MGI:1277166,chr2,1,1
ND,Sp6,trans-acting transcription factor 6,MGI:1932575,chr11,1,0
ND,Sp8,trans-acting transcription factor 8,MGI:2443471,chr12,1,0
ND,Spaca1,sperm acrosome associated 1,MGI:1914902,chr4,1,0
ND,Spag16,sperm associated antigen 16,MGI:1913972,chr1,0,4
ND,Spag4l,sperm associated antigen 4-like,MGI:1923657,chr2,1,0
ND,Spast,spastin,MGI:1858896,chr17,1,0
ND,Spata5,spermatogenesis associated 5,MGI:1927170,chr3,1,0
ND,Spef2,sperm flagellar 2,MGI:2443727,chr15,1,1
ND,Spen,"SPEN homolog, transcriptional regulator (Drosophila)",MGI:1891706,chr4,1,0
ND,Sphk1,sphingosine kinase 1,MGI:1316649,chr11,1,0
ND,Spn,sialophorin,MGI:98384,chr7,1,0
ND,Spnb2,spectrin beta 2,MGI:98388,chr11,2,0
ND,Spns3,spinster homolog 3 (Drosophila),MGI:1924827,chr11,1,0
ND,Spon1,"spondin 1, (f-spondin) extracellular matrix protein",MGI:2385287,chr7,1,0
ND,Spon2,"spondin 2, extracellular matrix protein",MGI:1923724,chr5,1,0
ND,Spp1,secreted phosphoprotein 1,MGI:98389,chr5,0,1
Btl39,Sppl3,signal peptide peptidase 3,MGI:1891433,chr5,2,0
ND,Spred2,"sprouty-related, EVH1 domain containing 2",MGI:2150019,chr11,2,0
ND,Spry2,sprouty homolog 2 (Drosophila),MGI:1345138,chr14,2,0
ND,Spsb4,splA/ryanodine receptor domain and SOCS box containing 4,MGI:2183445,chr9,2,0
ND,Sptlc1,"serine palmitoyltransferase, long chain base subunit 1",MGI:1099431,chr13,1,1
ND,Sptlc3,"serine palmitoyltransferase, long chain base subunit 3",MGI:2444678,chr2,0,1
ND,Sqle,squalene epoxidase,MGI:109296,chr15,0,1
ND,Src,Rous sarcoma oncogene,MGI:98397,chr2,1,0
ND,Srd5a2l,steroid 5 alpha-reductase 2-like,MGI:1930252,chr5,1,0
ND,Srebf2,sterol regulatory element binding factor 2,MGI:107585,chr15,2,0
ND,Srfbp1,serum response factor binding protein 1,MGI:1914472,chr18,1,0
ND,Srgap1,SLIT-ROBO Rho GTPase activating protein 1,MGI:2152936,chr10,0,1
ND,Srgap2,SLIT-ROBO Rho GTPase activating protein 2,MGI:109605,chr1,3,1
ND,Srgap3,SLIT-ROBO Rho GTPase activating protein 3,MGI:2152938,chr6,1,1
ND,Sri,sorcin,MGI:98419,chr5,1,0
Srpk2,Srpk2,serine/arginine-rich protein specific kinase 2,MGI:1201408,chr5,4,0
ND,Srrm1,serine/arginine repetitive matrix 1,MGI:1858303,chr4,1,0
ND,Srrm2,serine/arginine repetitive matrix 2,MGI:1923206,chr17,2,1
ND,Ss18,"synovial sarcoma translocation, Chromosome 18",MGI:107708,chr18,1,1
ND,Ssbp2,single-stranded DNA binding protein 2,MGI:1914220,chr13,2,0
ND,Ssbp3,single-stranded DNA binding protein 3,MGI:1919725,chr4,5,0
Ssbp4,Ssbp4,single stranded DNA binding protein 4,MGI:1924150,chr8,8,0
ND,Ssh2,slingshot homolog 2 (Drosophila),MGI:2679255,chr11,1,0
ND,Ssr2,"signal sequence receptor, beta",MGI:1913506,chr3,1,0
ND,Ssr3,"signal sequence receptor, gamma",MGI:1914687,chr3,1,0
ND,Ssrp1,structure specific recognition protein 1,MGI:107912,chr2,2,0
ND,Sstr2,somatostatin receptor 2,MGI:98328,chr11,1,0
ND,Sstr4,somatostatin receptor 4,MGI:105372,chr2,1,0
ND,St13,suppression of tumorigenicity 13,MGI:1917606,chr15,2,1
ND,St3gal1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",MGI:98304,chr15,5,0
ND,St3gal2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",MGI:99427,chr8,1,0
ND,St3gal4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",MGI:1316743,chr9,0,1
ND,St3gal6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",MGI:1888707,chr16,2,1
ND,St5,suppression of tumorigenicity 5,MGI:108517,chr7,1,0
Btl16,St6gal1,"beta galactoside alpha 2,6 sialyltransferase 1",MGI:108470,chr16,2,0
ND,St6galnac2,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",MGI:107553,chr11,1,0
ND,St6galnac3,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",MGI:1341828,chr3,2,1
ND,St6galnac5,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",MGI:1349471,chr3,0,1
ND,St7,Suppression of tumorigenicity 7,MGI:1927450,chr6,1,2
ND,St8sia1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",MGI:106011,chr6,1,0
ND,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",MGI:106018,chr1,0,1
ND,Stac,src homology three (SH3) and cysteine rich domain,MGI:1201400,chr9,1,0
ND,Stac2,SH3 and cysteine rich domain 2,MGI:2144518,chr11,1,0
ND,Stag1,stromal antigen 1,MGI:1098658,chr9,2,2
ND,Stam,signal transducing adaptor molecule (SH3 domain and ITAM motif) 1,MGI:1329014,chr2,0,1
ND,Stard13,serologically defined colon cancer antigen 13,MGI:2385331,chr5,1,0
ND,Stard3nl,STARD3 N-terminal like,MGI:1923455,chr13,2,0
ND,Stard6,StAR-related lipid transfer (START) domain containing 6,MGI:2156774,chr18,1,0
ND,Stard8,START domain containing 8,MGI:2448556,chrX,1,0
ND,Stat1,signal transducer and activator of transcription 1,MGI:103063,chr1,2,0
ND,Stat3,signal transducer and activator of transcription 3,MGI:103038,chr11,2,0
ND,Stat5a,signal transducer and activator of transcription 5A,MGI:103036,chr11,0,2
BNC_009,Stat5a | Stat5b,signal transducer and activator of transcription 5A | signal transducer and activator of transcription 5B,MGI:103036 |MGI:103035,chr11,9,0
ND,Stat5b,signal transducer and activator of transcription 5B,MGI:103035,chr11,1,0
ND,Stau1,staufen (RNA binding protein) homolog 1 (Drosophila),MGI:1338864,chr2,2,0
ND,Steap3,STEAP family member 3,MGI:1915678,chr1,2,1
ND,Stim2,stromal interaction molecule 2,MGI:2151156,chr5,1,0
ND,Stk10,serine/threonine kinase 10,MGI:1099439,chr11,1,0
ND,Stk24,"serine/threonine kinase 24 (STE20 homolog, yeast)",MGI:2385007,chr14,2,0
ND,Stk38l,serine/threonine kinase 38 like,MGI:1922250,chr6,2,1
ND,Stk39,"serine/threonine kinase 39, STE20/SPS1 homolog (yeast)",MGI:1858416,chr2,1,0
ND,Ston2,stonin 2,MGI:1918272,chr12,0,1
ND,Stra8,stimulated by retinoic acid gene 8,MGI:107917,chr6,1,0
ND,Strn,"striatin, calmodulin binding protein",MGI:1333757,chr17,1,0
ND,Strn3,"striatin, calmodulin binding protein 3",MGI:2151064,chr12,1,0
ND,Strn4,"striatin, calmodulin binding protein 4",MGI:2142346,chr7,1,0
ND,Stx17,syntaxin 17,MGI:1914977,chr4,1,0
ND,Stx3,syntaxin 3,MGI:103077,chr19,0,1
Stx4a,Stx4a,syntaxin 4A (placental),MGI:893577,chr7,3,0
ND,Stx8,syntaxin 8,MGI:1890156,chr11,2,0
ND,Stxbp4,syntaxin binding protein 4,MGI:1342296,chr11,1,0
ND,Stxbp5,syntaxin binding protein 5 (tomosyn),MGI:1926058,chr10,1,0
ND,Stxbp6,syntaxin binding protein 6 (amisyn),MGI:2384963,chr12,0,1
ND,Styxl1,serine/threonine/tyrosine interacting-like 1,MGI:1923821,chr5,0,1
ND,Suclg1,"succinate-CoA ligase, GDP-forming, alpha subunit",MGI:1927234,chr6,0,1
ND,Suclg2,"succinate-Coenzyme A ligase, GDP-forming, beta subunit",MGI:1306824,chr6,1,0
